transcript_id,s1,s10,s11,s12,s2,s3,s4,s5,s6,s7,s8,s9
NM_010163,4685,5197,4417,3469,3998,3436,4084,4874,5586,3568,7581,5101
NM_010165,22,0,101,0,100,75,0,0,102,49,0,0
NM_080554,917,1134,893,704,777,733,868,1065,1222,737,1545,987
NM_026212,653,692,610,533,535,509,589,685,723,539,1357,714
NM_175145,4121,4260,4133,2931,3591,3162,3714,3845,4261,2813,5952,4487
NM_016914,0,0,0,0,0,0,0,0,0,0,0,0
NM_021534,682,851,698,519,573,583,649,580,611,446,774,803
NM_022995,11650,10789,10281,8003,10826,9137,11612,11321,11205,9999,21183,10481
NM_026968,843,1128,1019,686,743,689,864,893,845,715,1418,1043
NM_016918,248,276,266,208,231,178,211,407,545,286,590,265
NM_001109905,1437,1165,1521,1083,863,722,1354,1270,671,1126,2987,1487
NM_001159638,0,0,0,0,0,0,0,0,0,0,0,0
NM_177588,136,181,113,61,98,100,115,98,101,91,111,140
NM_001159635,0,155,0,0,0,71,0,89,0,1,136,2
NM_001159634,13172,13883,5775,10709,10078,4903,11439,10905,9939,3929,9186,7031
NM_001159636,0,0,0,0,0,0,0,0,0,0,0,1
NM_001159631,1,0,0,2,0,0,1,0,183,0,1,0
NM_008721,2667,3477,3156,2838,2437,2190,2460,2217,2580,1531,3142,3458
NM_027585,54,102,83,70,47,55,56,51,40,34,108,93
NM_001008498,376,411,364,305,291,250,314,358,397,233,487,418
NM_001291129,0,0,2,0,0,0,2,46,44,2,40,1
NM_029635,423,583,447,381,382,362,432,524,573,376,770,503
NM_026697,3508,4111,3268,2447,3662,2938,3247,3793,4094,2795,5295,3718
NM_029981,24836,14974,14341,11040,17556,16628,19314,16144,10995,15591,28557,14396
NM_001291120,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291121,0,1,0,0,0,0,2,0,4,0,2,0
NM_001291122,44,101,31,34,35,41,109,29,123,32,111,30
NM_001291123,0,0,0,0,0,0,0,0,0,0,0,0
NM_178036,0,0,0,0,0,0,0,0,0,0,0,0
NM_011162,514,394,1,2,504,5,0,3,1,447,5,0
NM_030135,0,0,0,0,0,0,0,0,0,0,0,0
NM_021409,223,273,240,173,183,184,185,209,231,115,279,256
NM_206942,0,0,0,0,0,0,0,0,0,0,0,0
NM_206941,0,0,0,0,0,0,0,0,0,0,0,0
NM_026361,1046,941,808,514,760,729,883,597,804,462,958,821
NM_001024856,344,771,682,454,1099,370,829,8,944,720,1000,1135
NM_130884,2187,2981,2385,1844,1997,1828,1934,2291,2456,1640,3621,2535
NM_001024857,742,492,373,392,0,668,306,1017,0,23,602,18
NM_021331,0,0,0,0,0,0,0,0,0,0,0,0
NM_001244903,2167,1462,1256,1021,2099,1721,1741,1243,1289,865,2115,1524
NM_001276422,412,365,325,310,153,159,279,220,198,264,404,424
NM_021335,660,795,645,554,720,510,636,772,911,630,1134,748
NM_025980,20,14,16,10,8,11,7,11,8,3,10,18
NM_177054,0,0,0,0,0,0,0,0,0,0,0,0
NM_001198877,0,0,0,0,0,0,0,0,0,0,2,0
NM_008091,5,18,0,0,0,2,5,5,6,3,9,4
NM_008093,2883,2610,1766,1474,2406,1503,2013,2148,2436,1917,4055,2196
NM_008652,22,15,22,33,28,24,16,165,395,136,244,31
NM_008653,0,3,0,0,0,0,0,0,0,0,0,0
NM_001205076,0,1227,0,0,0,370,0,489,0,0,0,0
NM_009702,1885,1787,1484,1437,1303,962,1697,2036,2043,1614,2830,1622
NM_207705,52,57,39,1483,37,72,32,27,35,22,132,38
NM_001011835,0,0,0,0,0,0,0,0,0,0,0,0
NM_011012,0,0,0,0,0,0,0,0,0,0,0,0
NM_001141982,5,141,109,145,6,3,4,4,7,5,195,7
NM_016873,6408,7422,6672,4921,4686,4723,5191,9772,5987,8919,20245,7052
NM_001114124,0,889,1154,0,0,661,76,0,0,0,0,0
NM_001114125,592,163,137,109,1384,109,342,602,550,28,906,535
NM_172979,0,0,8,0,0,0,0,0,0,0,0,2
NM_175400,1311,1383,1241,940,1183,1016,1102,1268,1461,947,1734,1322
NM_207236,0,0,0,0,0,0,0,0,0,0,0,0
NM_133779,2564,2462,2111,1782,2390,1852,2138,2971,3762,2216,4392,2435
NM_029163,0,0,0,0,0,0,2,0,0,0,0,0
NM_172977,1396,1483,1465,1052,1194,1015,1264,1478,1771,918,2025,1495
NM_001276332,0,0,0,178,0,0,0,0,0,0,0,347
NM_008383,0,0,1202,12,0,921,0,0,0,693,0,0
NM_146818,0,0,0,0,0,0,0,0,0,0,0,0
NR_030565_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290734,0,0,0,69,0,509,507,330,0,0,0,0
NM_026981,172,238,153,158,156,127,134,205,244,149,313,194
NM_019806,3523,3937,3375,2459,3425,2710,3263,2937,3315,2194,4515,3534
NM_020593,195,165,279,191,365,192,149,209,161,194,557,166
NM_008274,0,0,0,0,0,0,0,0,0,0,0,0
NM_029293,808,1039,812,626,760,638,728,829,974,577,1295,823
NM_020595,0,0,0,0,0,0,0,0,0,0,0,3
NM_020594,79,102,111,59,74,70,86,70,104,65,157,87
NM_033145,0,0,0,0,0,0,0,0,0,0,0,0
NM_145973,0,0,0,0,0,0,0,0,2,0,0,0
NM_146887,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085521,9,0,5,15,9,11,0,3,13,5,7,12
NM_146885,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291210,0,0,0,0,54,0,0,54,0,38,40,0
NM_178851,1539,970,1348,545,1223,1133,721,1311,1326,778,816,1941
NM_001291211,236,244,205,241,236,227,186,187,261,421,340,177
NM_146888,0,0,0,0,0,0,0,0,0,0,0,0
NM_146889,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164770,207,541,314,389,170,154,432,589,361,221,484,429
NM_001164772,136,138,116,128,129,103,182,176,162,88,570,350
NM_001003915,2,2,0,0,0,0,0,5,0,0,0,9
NM_020575,1087,1349,1100,868,762,934,941,1026,1054,829,1595,1268
NM_001290733,584,557,520,326,473,2,2,5,396,276,516,493
NM_001290730,0,9,0,0,0,0,0,0,0,0,0,0
NM_001290731,0,0,0,0,0,0,0,0,0,0,0,0
NM_146950,0,0,0,0,0,0,0,0,0,0,0,0
NM_146951,0,0,0,0,0,0,0,0,0,0,0,0
NM_173750,1,2,1,3,1,1,1,1,1,2,2,1
NM_001290735,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285507,442,503,498,233,545,447,418,505,500,315,563,360
NM_008275,0,0,0,0,0,0,0,0,0,0,0,0
NM_008276,2,6,5,14,24,2,7,5,10,3,0,15
NM_001012305,0,0,0,0,0,0,0,0,0,0,0,0
NM_008273,0,0,0,0,0,0,0,0,0,0,0,0
NM_008078,1,1,7,1,0,0,0,41,67,7,6,2
NM_001199147,1,0,0,0,1,2,1,0,1,0,0,1
NM_001199146,527,618,447,726,855,648,432,641,513,395,802,284
NM_029362,4404,4948,4117,3298,3872,3383,4144,4547,5150,3838,7767,4725
NM_001291483,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291482,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291481,0,0,16,0,30,56,0,24,14,55,0,0
NM_145378,0,3,0,47,0,0,0,0,0,0,0,0
NM_001289716,758,924,702,570,1069,780,728,704,883,673,1009,1296
NM_146771,0,0,0,0,0,0,0,0,0,0,0,0
NM_001085453,6725,6821,5820,4061,4887,4945,5880,5879,6246,3911,8865,6613
NM_175752,522,690,575,427,388,395,360,606,1337,740,1118,611
NM_001085450,228,0,198,135,215,199,127,143,299,279,243,245
NM_019835,1652,2416,2120,1676,1559,1427,1669,3498,5141,2370,6199,2211
NM_025946,105,123,142,159,156,148,29,94,142,145,173,122
NM_007389,0,6,0,0,0,4,4,4,0,9,13,0
NM_001285446,0,0,0,0,0,0,0,10,0,57,0,1
NM_025619,0,0,0,2,0,0,6,0,6,0,2,0
NM_007380,308,343,343,170,234,229,357,429,462,416,871,375
NM_025613,2943,3489,3134,2031,3209,2413,2882,2865,3129,2051,3721,3129
NM_146769,0,0,0,0,0,0,0,0,0,0,0,0
NM_007387,3313,3794,3271,2091,2596,2308,2803,3010,3207,2292,4635,3719
NM_008077,0,0,2,0,0,0,0,0,2,0,0,0
NM_146768,0,0,0,0,0,0,0,0,0,0,0,0
NM_023876,359,447,317,225,272,239,298,350,392,256,495,372
NM_023871,737,626,569,608,1098,698,1431,342,1524,592,2030,1459
NM_001081005,453,763,686,470,507,433,575,714,844,605,1602,640
NM_001081006,251,3,0,7,3,319,0,0,0,0,0,350
NM_001082974,49,53,46,46,46,29,44,55,79,64,103,48
NR_040358,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166603,0,0,0,0,0,0,0,0,0,0,0,0
NR_027509,0,0,0,0,0,0,48,60,47,0,128,0
NM_001166604,0,0,0,0,0,0,0,0,0,0,0,0
NM_146402,0,0,0,0,0,0,0,0,0,0,0,0
NM_146403,0,0,0,0,0,0,0,0,0,0,0,0
NM_175190,1992,3389,2734,1803,2196,1808,2504,2546,2596,1370,4341,2024
NM_146401,0,0,0,0,0,0,0,0,0,0,0,0
NM_146406,0,0,0,0,0,0,0,0,0,0,0,0
NR_002687,102,180,194,116,122,122,0,206,343,104,256,141
NM_146404,0,0,0,0,0,0,0,0,0,0,0,0
NM_146405,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136063,3,0,0,0,0,0,0,0,0,0,0,0
NM_146408,0,0,0,0,0,0,0,0,0,0,0,0
NM_146409,0,0,0,0,0,0,0,0,0,0,0,0
NM_011414,1,68,23,28,0,7,1,51,86,33,142,20
NM_001080711,0,0,0,0,0,0,0,0,0,0,2,0
NM_172409,1312,1587,1427,1139,1320,1384,1507,1205,1425,1210,1914,1617
NM_145994,302,361,337,166,216,209,316,449,444,389,675,347
NM_146766,0,0,0,0,0,0,0,0,0,0,0,0
NM_207154,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159570,223,174,129,161,88,208,139,243,97,104,120,124
NM_207150,0,0,0,0,0,0,0,0,0,0,0,0
NM_207151,0,0,0,0,0,0,0,0,0,0,0,0
NR_030454,31,49,25,24,76,33,29,36,49,39,57,39
NM_021546,17,27,13,38,36,22,26,14,21,24,28,47
NM_001177543,0,0,0,0,0,0,0,0,0,0,0,0
NM_019642,12824,15689,13131,9637,11048,9095,11655,13828,15812,10862,21892,14323
NM_001083959,0,0,0,0,0,0,0,0,0,0,0,0
NM_010190,0,0,0,0,0,0,0,0,0,0,0,0
NM_001114079,4,8,0,4,2,0,0,10,7,5,31,0
NM_023057,303,441,339,249,220,208,374,430,401,305,602,395
NM_001100416_4,0,0,0,0,0,0,0,0,0,0,0,0
NM_013679,0,0,0,0,0,0,0,0,0,0,0,0
NM_001100416_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_146532,0,0,0,0,0,0,0,0,0,0,0,0
NR_028540,20,27,14,20,21,14,13,15,9,12,38,14
NM_146531,0,0,0,0,0,0,0,0,0,0,0,0
NM_001081091,202,286,199,197,198,158,220,241,254,127,366,248
NR_027876,175,88,28,47,44,45,29,36,38,76,129,92
NM_001256055,1232,1492,1144,886,1340,1159,999,1419,1668,1095,2249,1256
NM_018766,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099331,0,0,0,0,0,0,0,0,0,0,0,0
NM_170588,1220,487,229,456,682,1106,1449,1670,1851,666,2427,1504
NM_011373,258,249,256,235,278,268,273,276,260,164,427,285
NM_001048148,1180,1204,1002,977,895,784,821,875,1010,540,1500,1119
NR_027899,0,0,0,0,0,0,0,0,0,0,0,0
NM_001048142,0,0,0,3,0,0,0,23,0,32,41,0
NR_027890,11,8,8,36,40,8,35,1,17,15,43,9
NM_001048141,0,0,0,0,0,0,0,0,0,0,18,0
NM_010285,0,0,0,0,0,0,0,9,0,0,5,0
NM_001278788,0,0,0,0,0,0,0,0,0,0,0,0
NM_146628,0,0,0,0,0,0,0,0,0,0,0,0
NM_011576,633,640,490,646,545,373,609,741,700,732,1201,528
NM_146622,0,0,0,0,0,0,0,0,0,0,0,0
NM_146623,0,0,0,0,0,0,0,0,0,0,0,0
NM_146627,0,0,0,0,0,0,0,0,0,0,0,0
NM_146624,0,0,0,0,0,0,0,0,0,0,0,0
NM_146625,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177785,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163701,709,1010,779,343,438,695,388,570,1087,694,1242,854
NM_001177787,0,0,0,0,0,0,0,0,0,0,41,0
NM_001177786,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177789,0,0,0,0,0,0,0,0,0,0,0,0
NM_080788,0,0,0,0,0,0,0,0,0,0,0,0
NM_177139,0,0,0,0,0,0,0,0,0,0,0,0
NM_183181,0,0,0,0,0,0,2,0,0,0,0,0
NM_001077507,0,0,0,0,87,0,0,0,0,0,0,0
NR_045838,0,0,0,0,0,0,0,0,0,0,0,0
NM_199038,0,0,0,0,0,0,0,0,0,0,0,0
NR_033572,320,335,11,277,2,247,237,3,6,7,375,9
NM_027977,1381,1746,1358,946,1205,934,1146,1334,1354,1023,1967,1567
NM_009135,13402,15420,13368,9912,11293,12257,12387,9595,7713,7853,15796,15851
NM_021275,0,0,0,0,0,0,0,0,0,0,0,0
NM_009133,2,5,2,7,7,0,8,0,0,0,7,9
NM_053263,2429,2193,4060,890,2514,1373,1870,3301,4602,6338,12744,2104
NM_001291002,406,562,552,364,365,417,506,568,782,427,763,398
NM_001291000,169,390,302,235,270,18,205,78,0,224,279,318
NM_026519,765,922,769,636,702,623,649,797,878,573,1186,876
NM_001291005,0,0,0,0,0,0,1,0,0,0,0,0
NM_010376,2928,3111,1749,2265,2745,2259,2490,3485,3622,2244,3826,3366
NM_011484,1099,1281,1123,922,1062,1003,1022,1074,1065,723,1562,1215
NM_007952,22692,31049,24968,15800,20400,17150,22040,27329,34510,19350,39288,27129
NR_002854,0,0,0,0,0,0,0,0,0,0,0,0
NM_011481,0,5,0,0,0,0,0,0,0,4,3,0
NM_146641,0,0,0,0,0,0,0,0,0,0,0,0
NM_001045554,0,0,0,0,0,0,0,0,0,0,0,0
NM_021507,1,0,0,0,0,0,336,0,0,0,73,0
NM_001011804,0,0,0,0,0,0,0,0,0,0,0,0
NM_001277096,0,35,0,25,16,0,0,76,28,0,71,0
NM_001011803,0,0,0,0,0,0,0,0,0,0,0,0
NM_022989,327,385,245,235,256,278,255,360,424,259,530,351
NM_172676,11,17,21,19,21,19,11,10,11,15,21,28
NM_027600,0,0,0,0,0,0,0,0,0,0,0,0
NR_033459,8,21,13,13,11,9,9,12,30,3,12,17
NM_001011787,0,0,0,0,0,0,0,0,0,0,0,0
NM_009628,2624,3009,2549,2069,2581,1926,2629,2732,3020,2330,4581,2738
NM_001011784,0,0,0,0,0,0,0,0,0,0,0,0
NM_008714,3036,2646,2556,2153,2238,2367,2367,2922,2662,1816,5131,3149
NM_001159640,136,163,173,0,0,0,0,0,104,0,238,0
NM_001159641,35,0,0,3,0,2,0,124,0,0,0,0
NR_045264,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159646,150,262,255,159,221,194,217,303,306,252,448,159
NM_029629,167,184,136,119,138,97,152,144,115,103,207,167
NM_001291137,0,0,0,20,0,0,0,0,24,0,0,0
NM_001291136,343,332,346,0,238,0,194,0,401,0,581,371
NM_001291135,205,272,24,25,87,2,105,163,188,97,372,30
NM_001291134,394,599,698,682,525,629,555,524,382,776,433,566
NM_001177848,15,0,8,5,11,5,0,9,0,0,9,7
NM_001291130,0,0,0,0,0,0,0,0,22,0,0,0
NM_026422,499,627,495,385,473,430,435,525,581,377,828,577
NM_026425,36,192,88,78,207,78,102,239,272,219,369,60
NM_001242943,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242940,0,0,0,0,2,0,0,0,0,0,0,0
NM_001177624,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242944,6,0,0,0,0,0,0,0,0,0,0,0
NM_054055,0,0,0,0,0,0,0,0,0,0,8,0
NM_025991,399,438,428,300,374,305,316,435,532,288,614,446
NM_054050,3482,3691,3286,2817,3158,2885,3254,3230,3501,2472,5250,3930
NM_025996,983,321,39,257,40,225,839,607,388,105,282,161
NM_173397,538,442,426,303,313,393,388,346,374,272,553,577
NM_001276431,0,0,0,0,0,0,0,0,0,0,0,0
NM_144818,14,20,30,18,21,22,27,237,515,226,324,26
NR_024487,3,141,20,90,64,85,86,56,104,85,62,105
NM_001177840,0,0,0,0,0,0,0,0,0,0,0,0
NM_001042630,0,0,0,0,0,0,0,0,0,0,0,0
NM_001111289,905,1857,1032,865,1601,1100,1227,1765,2544,949,3429,1273
NM_008665,0,0,0,0,0,0,0,0,0,0,0,0
NR_015591,61,90,13,61,16,23,31,5,21,73,69,62
NM_172980,0,0,0,0,0,0,0,0,3,0,3,2
NM_009715,216,236,0,145,186,167,646,235,216,174,245,173
NM_001171680,0,0,0,0,0,0,0,0,0,0,0,0
NM_011025,0,3,0,0,0,0,5,0,0,0,0,0
NM_025428,46,91,0,32,2,33,74,37,58,45,53,0
NM_133701,2112,2350,2172,1607,1594,1560,1833,1863,2015,1343,3067,2199
NM_025422,443,484,463,174,361,235,390,218,238,278,203,367
NM_001006675,0,0,0,0,0,0,0,0,0,0,0,0
NM_007379,2421,2933,2468,2110,2227,1927,2195,1258,1403,916,1995,2817
NM_153557,510,570,437,468,464,380,373,342,348,293,544,486
NM_153558,0,0,0,0,0,0,0,0,0,0,0,0
NM_153559,816,888,758,618,647,650,676,727,733,556,1121,862
NM_010990,0,0,0,0,0,0,0,0,0,0,0,0
NM_001006678,0,0,0,0,0,0,0,0,0,0,0,0
NM_028802,260,134,537,0,19,205,138,199,263,98,483,146
NM_028804,124,87,120,81,161,174,295,90,126,95,212,127
NM_028806,0,0,0,0,0,3,2,0,3,0,0,0
NM_028809,619,807,626,558,716,540,636,709,824,543,1093,675
NM_029282,709,745,578,476,575,491,527,678,802,433,1040,716
NM_019811,990,1274,1060,751,781,759,751,738,731,523,1054,1146
NM_020580,886,1041,747,677,742,612,767,875,1102,713,1496,972
NM_007579,0,0,0,0,0,0,0,0,0,0,0,0
NM_009408,1913,1989,1761,1289,1681,1459,1692,2174,2429,1469,3196,1831
NM_153089,0,0,0,0,0,0,0,0,0,0,95,0
NM_145742,49,77,57,150,129,182,347,157,74,84,306,46
NM_145744,0,0,0,0,0,0,0,0,0,0,0,0
NM_133242,2083,3696,2682,2127,3513,1980,2356,2522,2190,1591,3741,2383
NM_148929,1346,1700,1300,1260,1198,905,1073,897,807,682,1830,1427
NM_148928,1098,1115,1087,877,814,849,770,909,1014,366,1616,1048
NM_133207,0,0,0,0,0,0,0,0,0,0,0,0
NM_001164769,71,74,45,31,134,64,43,33,69,50,92,185
NM_001164768,29,37,36,41,52,27,438,46,16,18,368,256
NM_198029,0,0,0,0,0,0,0,0,0,0,0,0
NR_105783,0,0,0,0,0,0,0,0,0,0,0,0
NM_030021,225,177,140,103,147,152,148,102,65,58,128,181
NM_031256,854,1006,847,619,770,692,777,796,922,621,1317,895
NM_146400,0,0,0,0,0,0,0,0,0,0,0,0
NM_028716,52,92,46,36,41,27,45,150,301,128,217,61
NM_001012336,1508,1924,1301,1012,1344,1039,1327,1053,1688,908,1663,1252
NM_001012335,120,4,150,87,117,1,62,173,197,1,148,32
NM_029375,0,0,0,0,0,0,0,0,0,0,0,0
NM_008045,0,0,0,0,0,0,0,0,0,0,0,0
NM_029370,0,0,0,0,0,3,0,4,2,0,2,0
NM_001199955,0,0,0,0,0,0,0,0,0,0,0,0
NM_146407,0,0,0,0,0,0,0,0,0,0,0,0
NM_146323,0,0,0,0,0,0,0,0,0,0,0,0
NM_139139,181,245,202,162,139,134,159,151,171,144,310,226
NM_023266,187,170,0,0,0,57,81,101,91,121,0,106
NM_146320,0,0,0,0,0,0,0,0,0,0,0,0
NM_028028,262,303,272,197,234,191,211,236,248,154,368,271
NM_144892,1461,1587,1338,1268,1257,1053,1251,1329,1517,818,2300,1487
NM_146984,0,0,0,0,0,0,0,0,0,0,0,0
NM_146983,0,0,0,0,0,0,0,0,0,0,0,0
NM_146982,0,0,0,0,0,0,0,0,0,0,0,0
NM_146981,0,0,0,0,0,0,0,0,0,0,0,0
NM_146980,0,0,0,0,0,0,0,0,0,0,0,0
NM_175211,117,169,136,129,154,101,144,84,103,46,160,167
NM_001285459,265,353,319,223,213,183,252,336,523,303,527,301
NM_001285458,0,0,0,0,0,0,0,0,0,0,0,0
NM_023464,524,645,547,479,528,389,544,581,757,428,872,622
NM_001113246,0,4,0,0,0,4,4,13,14,9,14,2
NM_032393,0,1,0,0,0,0,0,0,0,0,0,0
NM_177850,0,0,0,0,0,0,0,0,0,0,0,0
NM_177852,0,0,53,0,0,0,1,0,2,1,1,128
NM_001011795,0,0,0,0,0,0,0,0,0,0,0,0
NM_007398,56,56,40,47,6,44,11,73,195,116,239,98
NM_001011796,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290997,0,0,0,0,0,0,0,0,0,0,0,0
NM_007396,2275,2652,2216,1663,2137,2058,2126,2033,1771,1605,2626,2709
NM_080562,0,0,0,0,0,0,0,0,0,0,0,0
NM_007394,881,773,514,538,593,491,1021,553,511,393,1156,735
NM_010579,1234,1382,1210,993,1069,930,1116,1712,2204,1365,2995,1308
NM_028158,0,0,0,0,0,0,0,0,0,0,0,0
NM_001204875,1796,1954,1768,929,1227,1065,982,3445,3707,2298,2629,1098
NM_001085518,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290992,0,0,0,0,0,0,0,89,0,0,0,302
NR_040500,0,0,0,0,0,0,0,0,0,0,0,0
NM_175692,24,182,107,118,19,21,17,36,25,13,89,179
NR_039536,14,9,5,11,5,3,13,5,2,3,11,17
NM_144890,0,0,0,0,0,0,0,0,0,2,0,0
NR_029528,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290991,0,0,0,334,0,155,0,0,0,0,347,0
NM_146437,0,0,0,0,0,0,0,0,0,0,0,0
NM_146436,0,0,0,0,0,0,0,0,0,0,0,0
NM_146435,0,0,0,0,0,0,0,0,0,0,0,0
NM_001136055,447,90,55,0,696,149,40,55,71,55,49,356
NM_146433,0,0,0,0,0,0,0,0,0,0,0,0
NM_001272052,19,32,31,21,39,11,45,111,42,78,99,0
NM_013524,3,7,3,0,0,0,0,0,2,0,2,2
NM_207264,156,166,22,21,15,0,19,22,210,56,218,127
NM_023595,195,190,122,142,107,113,123,296,707,200,436,260
NM_181734,998,1049,792,0,974,706,872,752,1168,518,1031,1015
NR_037254_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037254_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242382,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242383,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039095,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290503,2313,2296,1937,1334,1968,1652,1692,1502,1099,1180,2055,1922
NR_037256_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037256_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001290509,0,0,0,0,0,0,60,0,0,0,0,0
NM_001290508,5,3,2,1,2,301,1,0,2,3,2,1
NR_037256_6,0,0,0,0,0,0,0,0,0,0,0,0
NM_009398,1651,3470,2588,2539,2222,2848,3060,3423,2762,2572,4808,2845
NR_030710,114,150,212,201,108,124,105,122,235,0,275,0
NM_001256480,0,0,0,0,0,0,0,0,0,0,0,0
NR_030712,0,0,0,0,0,0,0,0,0,0,0,0
NM_009394,0,0,0,0,0,0,0,0,0,0,0,0
NM_001007581,455,521,429,376,382,305,375,382,426,266,597,456
NR_030716,462,439,368,362,413,328,395,438,528,319,721,478
NM_147051,0,0,0,0,0,0,0,0,0,0,0,0
NM_008867,5840,6415,5176,3797,4735,3651,4771,3766,3602,3094,6281,5615
NM_023043,0,0,0,0,0,0,0,0,0,0,0,0
NM_010762,4,4,2,0,5,0,7,3,5,0,6,5
NM_010761,958,1085,885,711,800,694,699,761,865,625,1231,1039
NM_001004721,617,762,624,416,640,463,586,676,807,498,1038,732
NR_030454_1,29,46,21,24,70,30,26,32,46,38,54,37
NM_001164689_1,136,0,0,0,0,0,131,0,168,0,0,150
NM_175034,3,4,3,0,0,2,2,0,0,2,0,3
NR_111898,0,0,0,0,0,0,0,0,0,0,0,0
NR_111899,0,0,0,0,0,0,0,0,0,0,31,0
NR_111895,0,147,0,0,343,524,86,277,287,143,81,137
NR_111897,0,0,0,0,0,0,0,0,0,0,0,0
NR_111890,251,382,487,228,181,136,207,305,276,323,402,273
NR_111891,43,97,0,0,0,94,102,0,60,0,77,0
NM_144894,9,5,70,0,0,5,70,7,8,0,12,122
NM_001171616,0,0,0,0,0,0,0,0,0,0,0,0
NM_027290,0,7,2,0,7,4,3,139,277,129,180,3
NM_001099301,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099308,0,0,0,0,360,0,0,0,0,0,0,0
NM_027748,761,744,708,459,529,529,601,510,507,389,863,723
NM_001025594,535,651,646,472,621,339,347,205,618,407,938,0
NM_001271498,2,8,18,9,6,2,3,6,40,2,124,4
NR_037265_5,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_3,0,0,0,0,0,0,0,0,0,0,0,0
NR_037265_1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271492,18,24,25,30,15,12,15,38,31,33,81,36
NM_001271497,38,41,0,0,0,20,37,23,19,0,0,26
NM_023130,1562,1642,1573,1389,1596,1033,1636,1476,2028,1139,2708,1448
NM_001163483,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286983,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286981,0,0,0,0,0,0,0,200,170,0,0,0
NR_037261_2,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_3,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163247,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_1,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_6,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_4,0,0,0,0,0,0,0,0,0,0,0,0
NR_037261_5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109690,1426,1408,1004,1107,883,1187,1325,1178,1313,983,1844,1593
NM_001077514,324,264,259,176,156,239,153,252,166,154,261,322
NR_027371,1281,1204,1742,1058,765,570,31,918,2225,794,1088,1100
NM_001077510,10560,12346,9639,7263,7956,8023,8521,7053,7166,4346,8625,10000
NM_001177758,0,0,0,861,0,0,373,816,255,0,0,438
NM_001129999,10,5,24,1234,9,8,633,12,12,15,20,11
NM_001110145,2159,2575,2157,1839,2174,1835,2299,2502,3269,2200,4228,2233
NM_001177752,1666,439,384,371,543,614,318,0,196,998,1254,556
NM_001177753,3,2,2,4,2,2,3,1,1,3,3,2
NM_001110496,0,0,0,0,0,31,0,0,23,0,0,0
NM_001177756,0,0,0,0,98,0,0,0,0,0,0,0
NM_001177757,0,0,0,0,0,0,0,0,0,0,0,0
NM_001177754,0,0,0,0,98,0,0,0,0,0,0,0
NM_001177755,924,4367,1474,1793,961,1683,1543,1584,916,662,1175,934
NM_001001297,0,42,40,52,40,28,0,32,30,11,32,17
NM_019488,978,1005,897,721,766,618,628,604,644,455,996,972
NR_002846,0,0,0,0,0,0,0,0,13,3,4,0
NM_011497,53,79,64,40,40,28,56,240,464,287,352,56
NM_011490,67,0,0,0,205,0,72,0,282,0,68,0
NM_080575,131,190,107,95,88,93,109,116,108,52,134,100
